Map,Controller,Execution Time (s) mean,Execution Time (s) std,Path Length (m) mean,Path Length (m) std,Local Planner Changes mean,Local Planner Changes std
Map1,DWB,230.7348,0.9124573414686232,59.080134897848815,0.04938986341271384,10305.3,112.60752885822309
Map1,MPPI,232.2759,0.18180786561641893,60.20499292171828,0.04653946360283843,10685.3,342.6858133431653
Map1,RPP,232.32,0.17670880000725048,60.16944022102682,0.0378570960637492,10380.3,340.66635681655805
Map2,DWB,242.14139999999998,2.8262479721355054,60.84788021494457,0.14551955095798988,11219.2,281.6908470883166
Map2,MPPI,240.3798,0.7000631400095254,60.5556748207747,0.07120882053228744,11178.4,299.61686645892723
Map2,RPP,239.50920000000002,1.2902218413900828,60.76174000081014,0.055053923125344524,10677.8,172.30386595263087
Map3,DWB,259.9824,2.5946656046589136,61.85711747224177,0.2843517614694526,11848.4,288.4957923821805
Map3,MPPI,272.6616,16.76426770246764,61.88861102806161,0.28102710123235003,12733.4,692.1153083121334
Map3,RPP,260.81010000000003,2.9460142735567247,62.704944523829894,0.35831924609559357,11553.9,271.26962806608327
